epoch,loss,aux_loss,colonization_loss,jump_loss,decline_loss,pde_loss,regular_loss,China_loss,India_loss,Philippines_loss,Portugal_loss,Sri Lanka_loss
1,2143.9797520228794,0.7456775682313102,2298.35302734375,679.8000818888346,201.44069192068918,4491.539976283482,12993.845438639322,4224.156680733817,2496.919437081473,1518.5489589146205,741.7872017996651,1738.4860648018973
2,1724.2025617327008,0.7321922506604875,1776.1986607142858,549.9198204040528,175.45657828194754,3898.245654296875,10964.164097377232,3264.45849609375,2392.94921875,1597.724853515625,564.2266235351562,832.708984375
3,1455.5189566476004,0.7225959948131017,1464.086709158761,540.5696029663086,165.22500348772323,3552.8915248325893,14330.789894104004,3171.1892246791294,2213.9489685058593,1335.279766845703,535.2253522600446,1365.369571358817
4,1193.3056675502232,0.7133908459118434,1136.0655508858817,580.8022041320801,159.3071533203125,3466.5750558035716,13450.842895507812,2329.116455078125,1936.155517578125,1492.18994140625,433.60260009765625,646.5068359375
5,1082.697403390067,0.7058759621211461,988.8959228515625,485.7012173045765,166.29755554199218,3377.892951311384,23160.2802734375,2341.8025547572543,1975.8112867082868,1257.5271693638392,458.2861070905413,1244.1676478794643
6,942.7000331333705,0.6974568963050842,811.3340155465262,547.3822760948768,165.98431331089566,3116.377751813616,19001.090366908484,1709.067138671875,1531.1329345703125,1462.9569091796875,434.5815734863281,604.5020751953125
7,862.5145856584821,0.6893494725227356,720.9100274222237,407.3666938940684,168.23331059047155,2955.0011962890626,18633.145416259766,1491.195747593471,1652.757559640067,1192.275959123884,457.2918474469866,1173.0071031842913
8,805.6562473842076,0.6835128188133239,648.205252293178,396.3812096335671,170.3283453805106,2868.005611746652,20618.023643493652,1332.989990234375,1422.914306640625,1396.68896484375,447.5285339355469,580.9796752929688
9,750.7614820207868,0.6760409491402762,594.9564967564174,360.07151985168457,173.52848031180247,2744.8423583984377,20536.504964192707,1425.491095842634,1304.6550332205636,1104.0609427315849,453.64344002859934,1125.6364100864955
10,729.1127075195312,0.6703658717019217,577.5257380894252,363.8558059692383,171.58010624476842,2659.3395577566966,14543.366540091378,1144.6478271484375,1271.0025634765625,1371.0648193359375,455.14569091796875,569.3009033203125
