epoch,loss,aux_loss,colonization_loss,jump_loss,decline_loss,pde_loss,regular_loss,China_loss,India_loss,Philippines_loss,Portugal_loss,Sri Lanka_loss
1,1710.6044930594308,0.7149324076516288,1894.092676653181,519.2220843178885,93.75631234305246,2299.240590122768,4572.941925574994,3298.1905770438057,2198.0520307268416,1246.950343976702,493.9332848685128,1315.8961521693639
2,1076.719376046317,0.6737110308238439,1131.196493094308,285.43794385318097,88.4987172807966,1809.9662911551338,6284.460319519043,1903.658447265625,1333.4710693359375,1328.4019775390625,425.8905944824219,573.8108520507812
3,861.8931318010602,0.6476373996053423,859.9430119105748,286.1028772476129,89.63827253069196,1667.4677228655135,5893.68056161063,1340.5181082589286,1616.3031034197127,946.5909367152623,391.9137765066964,1088.2708921160017
4,860.6575247628348,0.6314241307122367,862.1573050362723,275.5531376520793,88.24144483293806,1590.1544590541296,7173.713814027848,1431.6746826171875,1036.205810546875,1058.42041015625,423.6624450683594,521.5972290039062
5,634.2845223563058,0.6177034599440439,569.2635661533901,266.23687763871817,83.69759728567941,1467.7324253627232,4629.758560745804,1262.915020751953,945.0773269653321,737.9910313197545,387.72087838309153,975.7614039829799
6,646.4330461774554,0.6058598944119045,604.4869203839984,279.2159643173218,74.92383619035994,1463.4132603236608,3948.974607820864,1218.31689453125,906.2719116210938,733.0985107421875,405.7893981933594,516.9307250976562
7,588.2064418247768,0.5900568553379604,512.7065767560687,251.4328091621399,75.57075424194336,1451.698170689174,5510.493582589285,1634.5077314104353,841.9621030535017,606.3084721156529,365.88009098597934,854.6291968209403
8,528.4185956682478,0.5797583171299525,450.4403126307896,250.2099138229124,70.91103679112025,1397.1105329241072,3935.805501181504,1136.8509521484375,1118.62255859375,605.948974609375,371.2289733886719,469.318359375
9,596.9473680768695,0.5722928847585406,540.3806267874581,213.95297278896456,68.04757319859095,1431.0710920061383,4862.995346634476,1016.4347804478236,501.7011221749442,499.5155517578125,311.2439488002232,842.5270882742745
10,505.0396798270089,0.5609213777950832,431.853899710519,238.4563283920288,70.14335594177246,1353.5913905552454,3182.1802122548775,995.760009765625,1240.5673828125,530.2174682617188,344.749755859375,377.76727294921875
11,438.2407741001674,0.5533009205545698,342.4216116768973,204.0931041733972,71.54587958199637,1306.2848371233258,4022.2203779549436,933.9370247977121,701.0873966761998,731.2518450055803,270.4188145228795,595.4701071602958
12,432.7119114467076,0.5433678575924464,346.9103397914341,225.18199114963926,71.47451934814453,1269.0474312918527,4357.5505937848775,1031.873779296875,724.087158203125,822.380859375,287.9384460449219,357.75390625
13,420.2773297991071,0.5335803696087429,343.1674981253488,209.81633447831678,64.81267018999372,1228.792422921317,3220.176378250122,828.816557094029,722.7631744384765,558.2117030552455,211.10855669294085,620.1320918491908
