epoch,loss,aux_loss,colonization_loss,jump_loss,decline_loss,pde_loss,regular_loss,China_loss,India_loss,Philippines_loss,Portugal_loss,Sri Lanka_loss
1,2517.2289515904017,0.7248094235147748,2701.5132969447545,901.1236305236816,165.5325897216797,4462.349372209821,10894.99250946045,4899.752577427455,2904.5316667829243,1658.7919311523438,1357.1636003766741,1765.9048357282365
2,2376.3805018833705,0.725683581829071,2550.2136213030135,572.6029167175293,153.3646983555385,4449.300094168527,12795.6064453125,4138.79052734375,3382.981201171875,1789.811767578125,1167.538818359375,1118.70166015625
3,2257.6997645786832,0.7246250595365252,2373.234007045201,586.1405741373698,146.2922123500279,4470.820200892857,9735.108715820312,4838.782711356027,2722.3866664341517,1552.019034249442,1104.5702479771205,1664.143718610491
4,2170.295253208705,0.7240037628582545,2218.435710797991,591.6022529602051,134.5019744873047,4505.457383510045,16109.539794921875,4077.920166015625,3230.048095703125,1703.9244384765625,944.5745849609375,1013.3713989257812
5,2084.6522251674105,0.7228946839060102,2084.587113734654,541.1980765206473,124.0177021571568,4492.794866071428,13821.832861328125,4782.709742954799,2532.438551548549,1482.023121861049,913.5294695172992,1577.7977748325893
6,2009.1897181919642,0.7208353979246956,1996.155246407645,592.7798941476004,120.20506395612445,4481.958419363839,12555.633325195313,4007.680419921875,3105.27685546875,1632.5845947265625,776.5640258789062,916.200927734375
7,1959.683363560268,0.7185580560139248,1989.4453203473772,600.9746922084263,114.62438398088727,4387.24152483259,15117.291796875,4712.8587716238835,2440.235519845145,1429.751335797991,761.6981297084263,1506.9325073242187
8,1882.4714721679688,0.7200204525675092,1874.960972377232,585.0527852376302,105.9241960797991,4314.071177455357,13243.65185546875,3898.79736328125,2987.238037109375,1575.805419921875,644.855224609375,838.3654174804688
9,1806.2273018973215,0.7170600363186428,1805.4988473074777,608.2422180175781,106.11736384800503,4206.579031808035,12256.496850585938,4639.223440987723,2313.618382917132,1375.6042463030135,650.7902997698103,1444.0245971679688
10,1770.0234453473772,0.7188735127449035,1756.549281529018,553.3644951714409,106.47915017264229,4035.630207170759,12255.602685546875,3798.64794921875,2903.739501953125,1532.37646484375,536.8265380859375,773.8184814453125
11,1696.8163818359376,0.7178384406226022,1680.9376674107143,554.2147391183036,106.08202471051898,3981.9836495535715,10372.42944946289,4465.240501185825,2257.302433558873,1365.4115269252231,558.0159014020647,1399.977963256836
