trial,value,best_val_loss,best_val_r2,epochs_trained,param_attention_heads,param_hidden_dim_1_base,param_hidden_dim_2_base,param_hidden_dim_3_base,param_coord_embed_base,param_dropout_rate,param_colonization_threshold,param_colonization_expert_weight,param_colonization_weight,param_jump_threshold,param_jump_expert_weight,param_jump_weight,param_decline_threshold,param_decline_expert_weight,param_decline_weight,param_pde_expert_weight,param_pde_weight,param_learning_rate,param_weight_decay
0,559.1234293996864,559.1234293996864,0.774742802613695,41,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
1,494.3088016218082,494.3088016218082,0.8008550358616505,50,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
2,520.1634073452369,520.1634073452369,0.7904388455921059,50,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
3,474.63194460962814,474.63194460962814,0.8087823617987762,50,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
4,488.15761127012536,488.15761127012536,0.8033332004785356,50,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
5,795.4234907770309,795.4234907770309,0.6795432692562356,11,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
6,665.143384733606,665.143384733606,0.732029947544858,12,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
7,679.6152723887593,679.6152723887593,0.7261995768562439,11,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
8,680.6773574912329,680.6773574912329,0.7257716886637819,11,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
9,641.3716737102619,641.3716737102619,0.7416069903240253,13,4,31,13,6,3,0.16239780813448107,0.05871254182522992,0.846470458309974,6.41003510568888,156.21088666940682,0.508233797718321,9.72918866945795,86.59541126403374,0.5849356442713105,2.636424704863906,0.47336180394137356,3.7381801866358395,0.00011207606211860574,1.9762189340280077e-06
